POS,Name,OVR,CType,CYear,CTM,CON/STU,POW/MOV,EYE/CON,FLD/STA,L10,SELL,MC,St,Act/Deact,QS,Sell
C,Roger Bresnahan,67,Snapshot,1910,St. Louis Cardinals,74,27,134,48,247,0,1,Inactive,Activate,QS 25,Sell
CF,Will Brennan,65,2024 MLB,2024,Cleveland Guardians,76,34,58,61,52,0,2,Inactive,Activate,Locked,
SP,John Brebbia,59,2024 MLB,2024,Chicago White Sox,92,63,77,53,11,0,2,Inactive,Activate,Locked,
RP,Huascar Brazoban,51,2024 MLB,2024,Miami Marlins,89,68,57,20,9,0,2,Inactive,Activate,Locked,
RP,Huascar Brazoban,51,2024 MLB,2024,Miami Marlins,89,68,57,20,9,0,2,Inactive,Activate,QS 5,Sell
3B,Steve Braun,66,Snapshot,1973,Minnesota Twins,72,52,112,47,74,0,0,Inactive,Activate,QS 25,Sell
RP,Matt Brash,68,2024 MLB,2024,Seattle Mariners,124,70,56,23,72,0,2,Inactive,Activate,Locked,
3B,Russell Branyan,45,Snapshot,2001,Cleveland,44,88,83,77,33,0,0,Inactive,Activate,QS 5,Sell
1B,Kitty Bransfield,68,Peak,1908,Philadelphia Phillies,90,73,57,66,66,0,0,Inactive,Activate,QS 25,Sell
CF,Gibby Brack,42,RS,1937,Brooklyn Dodgers,59,60,76,64,22,0,0,Inactive,Activate,QS 5,Sell
3B,Ken Boyer,89,SE,1958,St. Louis Cardinals,96,83,64,91,1 715,0,0,Reserve,Deactivate,QS 1 000,Sell
SS,Larry Bowa,71,Snapshot,1977,Philadelphia Phillies,79,26,53,70,295,0,0,Reserve,Deactivate,QS 100,Sell
RF,Sean Bouchard,72,2024 MLB,2024,Colorado Rockies,69,76,78,64,402,0,2,Inactive,Activate,Locked,
RP,Ryan Borucki,77,2024 MLB,2024,Pittsburgh Pirates,74,79,82,18,345,0,2,Reserve,Deactivate,Locked,
RP,Frank Bork,41,RS,1964,Pittsburgh Pirates,65,45,101,13,17,0,0,Inactive,Activate,QS 5,Sell
SP,John Boozer,54,RS,1963,Philadelphia Phillies,78,64,52,54,28,0,0,Inactive,Activate,QS 5,Sell
SP,John Boozer,54,RS,1963,Philadelphia Phillies,78,64,52,54,28,0,0,Inactive,Activate,QS 5,Sell
C,Bob Boone,54,All-Star,1983,California Angels,64,56,53,70,39,0,0,Inactive,Activate,QS 5,Sell
1B,Zeke Bonura,75,RS,1934,Chicago White Sox,67,106,78,68,274,0,0,Inactive,Activate,QS 100,Sell
SS,Emilio Bonifacio,62,Snapshot,2011,Florida Marlins,81,28,72,46,61,0,0,Inactive,Activate,QS 25,Sell
SP,Ricky Bones,57,All-Star,1994,Milwaukee Brewers,28,85,85,78,39,0,0,Inactive,Activate,QS 5,Sell
SP,Ricky Bones,57,All-Star,1994,Milwaukee Brewers,28,85,85,78,39,0,0,Inactive,Activate,QS 5,Sell
RP,Cody Bolton,48,2024 MLB,2024,Seattle Mariners,64,68,66,44,9,0,2,Inactive,Activate,Locked,
C,Cliff Bolton,64,Snapshot,1935,Washington Senators,83,26,93,32,37,0,0,Inactive,Activate,QS 25,Sell
SP,Mike Bolsinger,55,Snapshot,2015,Los Angeles Dodgers,60,75,49,55,49,0,1,Inactive,Activate,QS 5,Sell
SS,Joe Boley,62,RS,1927,Philadelphia Athletics,81,27,62,66,38,0,0,Inactive,Activate,QS 25,Sell
RP,Dick Bokelmann,60,RS,1951,St. Louis Cardinals,58,92,36,24,35,0,0,Inactive,Activate,QS 25,Sell
CF,Bruce Boisclair,49,RS,1976,New York Mets,75,33,63,54,29,0,0,Inactive,Activate,QS 5,Sell
3B,Alec Bohm,71,2024 MLB,2024,Philadelphia Phillies,77,59,65,60,351,0,2,Inactive,Activate,Locked,
SP,Brian Bohanon,40,Peak,2000,Colorado Rockies,43,74,53,54,47,0,0,Inactive,Activate,QS 5,Sell
RF,Brennan Boesch,54,RS,2010,Detroit Tigers,60,73,71,78,15,0,0,Inactive,Activate,QS 5,Sell
SP,Joe Boehling,42,UnH,1916,Washington Senators,48,70,58,75,18,0,0,Inactive,Activate,QS 5,Sell
3B,Tony Boeckel,55,UnH,1923,Boston Braves,69,69,71,44,16,0,0,Inactive,Activate,QS 5,Sell
LF,Curt Blefary,45,Snapshot,1968,Baltimore Orioles,49,82,98,62,17,0,0,Inactive,Activate,QS 5,Sell
LF,JJ Bleday,60,2024 MLB,2024,Oakland Athletics,58,75,91,75,79,0,2,Inactive,Activate,Locked,
SP,Ronel Blanco,54,2024 MLB,2024,Houston Astros,78,67,61,55,24,0,2,Inactive,Activate,Locked,
LF,Dairon Blanco,78,2024 MLB,2024,Kansas City Royals,72,44,64,95,300,0,2,Reserve,Deactivate,Locked,
RF,Charlie Blackmon,59,2024 MLB,2024,Colorado Rockies,75,51,65,46,10,0,2,Inactive,Activate,Locked,
SP,Paul Blackburn,62,2024 MLB,2024,Oakland Athletics,79,66,79,62,46,0,2,Inactive,Activate,Locked,
SP,Joe Black,69,Snapshot,1955,Cincinnati Redlegs,59,69,101,54,39,0,0,Inactive,Activate,QS 25,Sell
SP,Chad Billingsley,40,RS,2006,Los Angeles Dodgers,53,82,21,56,17,0,0,Inactive,Activate,QS 5,Sell
2B,Cavan Biggio,70,2024 MLB,2024,Toronto Blue Jays,62,59,93,69,392,0,2,Reserve,Deactivate,Locked,
SP,Brandon Bielak,58,2024 MLB,2024,Houston Astros,62,74,68,61,9,0,2,Inactive,Activate,Locked,
SP,Osvaldo Bido,61,2024 MLB,2024,Oakland Athletics,77,73,67,59,55,0,2,Inactive,Activate,Locked,
RP,Phil Bickford,61,2024 MLB,2024,New York Mets,92,70,69,14,46,0,2,Inactive,Activate,QS 25,Sell
RF,Dante Bichette,53,Snapshot,1992,Milwaukee Brewers,73,44,53,75,15,0,0,Inactive,Activate,QS 5,Sell
RF,Dante Bichette,53,Snapshot,1992,Milwaukee Brewers,73,44,53,75,15,0,0,Inactive,Activate,QS 5,Sell
RP,Joe Biagini,76,RS,2016,Toronto Blue Jays,58,75,77,14,403,0,0,Reserve,Deactivate,QS 100,Sell
SP,Chad Bettis,51,UnH,2016,Colorado Rockies,42,71,73,60,39,0,0,Inactive,Activate,QS 5,Sell
SP,Chad Bettis,51,UnH,2016,Colorado Rockies,42,71,73,60,39,0,0,Inactive,Activate,QS 5,Sell
C,Christian Bethancourt,71,2024 MLB,2024,Miami Marlins,70,76,54,70,620,0,2,Reserve,Deactivate,Locked,
3B,Wilson Betemit,65,Snapshot,2010,Kansas City Royals,75,78,80,35,101,0,0,Inactive,Activate,QS 25,Sell
SS,Yuniesky Betancourt,53,UnH,2007,Seattle Mariners,78,42,33,60,18,0,0,Inactive,Activate,QS 5,Sell
LF,Bob Bescher,51,Snapshot,1913,Cincinnati Reds,59,32,111,63,17,0,0,Inactive,Activate,QS 5,Sell
3B,Reno Bertoia,48,UnH,1957,Detroit Tigers,69,40,59,54,17,0,0,Inactive,Activate,QS 5,Sell
2B,Jon Berti,69,2024 MLB,2024,Miami Marlins,70,39,74,72,50,0,2,Inactive,Activate,Locked,
C,Damon Berryhill,48,UnH,1993,Atlanta Braves,54,66,58,64,53,0,0,Inactive,Activate,QS 5,Sell
RP,Brennan Bernardino,74,2024 MLB,2024,Boston Red Sox,93,75,73,18,503,0,2,Reserve,Deactivate,Locked,
RF,Lance Berkman,79,SE,2000,Houston Astros,76,105,99,66,701,0,0,Reserve,Deactivate,QS 100,Sell
1B,Dave Bergman,59,Snapshot,1984,Detroit Tigers,65,77,82,67,72,0,1,Inactive,Activate,Locked,
1B,Todd Benzinger,52,UnH,1988,Boston Red Sox,56,77,51,61,48,0,0,Inactive,Activate,QS 5,Sell
1B,Todd Benzinger,52,UnH,1988,Boston Red Sox,56,77,51,61,48,0,0,Inactive,Activate,QS 5,Sell
LF,Andrew Benintendi,72,2024 MLB,2024,Chicago White Sox,82,40,76,64,321,0,2,Inactive,Activate,Locked,
RP,Anthony Bender,64,2024 MLB,2024,Miami Marlins,88,72,72,19,71,0,2,Inactive,Activate,Locked,
SP,Brayan Bello,73,2024 MLB,2024,Boston Red Sox,81,73,82,52,481,0,2,Reserve,Deactivate,Locked,
DH,Josh Bell,68,2024 MLB,2024,Miami Marlins,72,80,81,-,62,0,2,Inactive,Activate,Locked,
1B,Wayne Belardi,40,Snapshot,1954,Detroit Tigers,49,89,88,43,16,0,0,Inactive,Activate,QS 5,Sell
SS,Ollie Bejma,47,RS,1934,St. Louis Browns,56,35,101,38,23,0,0,Inactive,Activate,QS 5,Sell
RP,Jalen Beeks,63,2024 MLB,2024,Colorado Rockies,80,72,72,21,58,0,2,Inactive,Activate,Locked,
RP,Eduard Bazardo,59,2024 MLB,2024,Seattle Mariners,67,69,82,24,11,0,2,Inactive,Activate,Locked,
LF,Don Baylor,53,Snapshot,1974,Baltimore Orioles,65,75,68,45,16,0,0,Inactive,Activate,QS 5,Sell
RP,Mike Baumann,53,2024 MLB,2024,Baltimore Orioles,71,72,64,21,10,0,2,Inactive,Activate,Locked,
LF,Jake Bauers,63,2024 MLB,2024,Milwaukee Brewers,60,79,89,68,56,0,2,Inactive,Activate,Locked,
3B,Brett Baty,61,2024 MLB,2024,New York Mets,72,80,73,50,55,0,2,Inactive,Activate,Locked,
C,Matt Batts,56,Snapshot,1951,St. Louis Browns,66,54,55,43,20,0,0,Inactive,Activate,QS 5,Sell
3B,Matthew Batten,55,2024 MLB,2024,San Diego Padres,62,34,75,59,8,0,2,Inactive,Activate,Locked,
2B,Jason Bates,50,RS,1995,Colorado Rockies,62,61,77,51,15,0,0,Inactive,Activate,QS 5,Sell
C,John Bateman,50,Snapshot,1968,Houston Astros,64,41,40,46,25,0,0,Inactive,Activate,QS 5,Sell
RF,Kevin Bass,65,Snapshot,1989,Houston Astros,80,52,66,70,52,0,0,Inactive,Activate,QS 25,Sell
SS,Osleivis Basabe,53,2024 MLB,2024,Tampa Bay Rays,70,15,58,62,8,0,2,Inactive,Activate,QS 5,Sell
RP,Shawn Barton,57,RS,1995,San Francisco Giants,41,97,49,10,14,0,0,Inactive,Activate,QS 5,Sell
C,Joey Bart,71,2024 MLB,2024,San Francisco Giants,69,59,65,70,570,0,2,Reserve,Deactivate,Locked,
RP,Jaime Barria,51,2024 MLB,2024,Cleveland Guardians,59,66,83,38,10,0,2,Inactive,Activate,Locked,
3B,Michael Barrett,55,RS,1999,Montreal Expos,79,39,55,53,106,0,1,Inactive,Activate,Locked,
2B,Bill Barrett,64,UnH,1925,Chicago White Sox,78,60,68,52,45,0,0,Inactive,Activate,QS 25,Sell
2B,Bill Barrett,64,UnH,1925,Chicago White Sox,78,60,68,52,45,0,0,Inactive,Activate,QS 25,Sell
SS,Jose Barrero,70,2024 MLB,2024,Texas Rangers,64,75,61,76,654,0,2,Reserve,Deactivate,QS 100,Sell
C,Tucker Barnhart,80,Snapshot,2017,Cincinnati Reds,70,35,65,103,1 725,0,0,Reserve,Deactivate,QS 1 000,Sell
C,Tucker Barnhart,43,2024 MLB,2024,Arizona Diamondbacks,56,19,68,68,10,0,2,Inactive,Activate,Locked,
C,Austin Barnes,41,2024 MLB,2024,Los Angeles Dodgers,58,51,78,60,10,0,2,Inactive,Activate,QS 5,Sell
LF,Babe Barna,44,Snapshot,1942,New York Giants,57,76,77,48,18,0,0,Inactive,Activate,QS 5,Sell
CL,Scott Barlow,78,2024 MLB,2024,Cleveland Guardians,102,78,72,16,1 526,0,2,Reserve,Deactivate,Locked,
RP,Clyde Barfoot,56,RS,1922,St. Louis Cardinals,34,84,84,24,21,0,0,Inactive,Activate,QS 5,Sell
RP,Daniel Bard,51,2024 MLB,2024,Colorado Rockies,79,77,40,15,9,0,2,Inactive,Activate,Locked,
LF,Turner Barber,51,UnH,1921,Chicago Cubs,76,25,74,67,20,0,0,Inactive,Activate,QS 5,Sell
LF,Turner Barber,51,UnH,1921,Chicago Cubs,76,25,74,67,20,0,0,Inactive,Activate,QS 5,Sell
RP,Steve Barber,68,Snapshot,1973,California Angels,68,76,67,21,57,0,0,Inactive,Activate,QS 25,Sell
3B,Walter Barbare,48,UnH,1919,Pittsburgh Pirates,69,41,56,60,20,0,0,Inactive,Activate,QS 5,Sell
C,Rod Barajas,50,Snapshot,2010,New York Mets,53,91,52,70,29,0,0,Inactive,Activate,QS 5,Sell
2B,Alan Bannister,55,Snapshot,1979,Chicago White Sox,78,21,66,49,15,0,0,Inactive,Activate,QS 5,Sell
RP,Tanner Banks,60,2024 MLB,2024,Chicago White Sox,70,68,85,34,65,0,2,Inactive,Activate,Locked,
1B,Luken Baker,57,2024 MLB,2024,St. Louis Cardinals,61,87,74,53,10,0,3,Inactive,Activate,Locked,
RP,Bryan Baker,53,2024 MLB,2024,Baltimore Orioles,75,72,63,15,9,0,2,Inactive,Activate,Locked,
C,Bill Baker,55,Snapshot,1943,Pittsburgh Pirates,60,51,77,41,15,0,0,Inactive,Activate,QS 5,Sell
C,Patrick Bailey,73,2024 MLB,2024,San Francisco Giants,64,64,69,83,414,0,2,Reserve,Deactivate,Locked,
C,Mark Bailey,46,RS,1984,Houston Astros,39,65,90,48,105,0,1,Inactive,Activate,Locked,
RP,Pedro Baez,74,Peak,2018,Los Angeles Dodgers,77,78,67,12,1 276,0,1,Reserve,Deactivate,QS 100,Sell
SS,Javier Baez,64,2024 MLB,2024,Detroit Tigers,60,59,53,87,57,0,2,Inactive,Activate,Locked,
CF,Ji-hwan Bae,46,2024 MLB,2024,Pittsburgh Pirates,62,19,72,75,11,0,3,Inactive,Activate,Locked,
CF,Harrison Bader,74,2024 MLB,2024,New York Mets,66,65,65,99,305,0,2,Reserve,Deactivate,QS 100,Sell
CF,Akil Baddoo,67,2024 MLB,2024,Detroit Tigers,66,64,81,56,58,0,2,Inactive,Activate,Locked,
CF,Akil Baddoo,80,SE,2021,Detroit Tigers,78,71,88,63,1 136,0,0,Reserve,Deactivate,QS 1 000,Sell
CF,Jose Azocar,47,2024 MLB,2024,San Diego Padres,65,34,55,80,8,0,2,Inactive,Activate,Locked,
SP,Pedro Avila,65,2024 MLB,2024,San Diego Padres,87,73,64,57,70,0,2,Inactive,Activate,Locked,
LF,Bruce Aven,55,RS,1999,Florida Marlins,66,69,75,68,75,0,1,Inactive,Activate,Locked,
SP,Javier Assad,60,2024 MLB,2024,Chicago Cubs,62,72,72,51,56,0,2,Inactive,Activate,Locked,
C,Alan Ashby,51,Snapshot,1986,Houston Astros,58,54,67,48,21,0,0,Inactive,Activate,QS 5,Sell
CL,Aaron Ashby,74,2024 MLB,2024,Milwaukee Brewers,101,77,58,51,1 301,0,2,Inactive,Activate,Locked,
2B,Christian Arroyo,55,2024 MLB,2024,Milwaukee Brewers,69,51,55,68,10,0,2,Inactive,Activate,Locked,
SP,Gerry Arrigo,55,Snapshot,1964,Minnesota Twins,86,67,47,54,25,0,0,Inactive,Activate,QS 5,Sell
SS,Gabriel Arias,68,2024 MLB,2024,Cleveland Guardians,62,69,66,83,61,0,2,Inactive,Activate,Locked,
LF,Oswaldo Arcia,47,RS,2013,Minnesota Twins,58,77,63,51,25,0,0,Inactive,Activate,QS 5,Sell
SS,Orlando Arcia,75,2024 MLB,2024,Atlanta Braves,71,75,70,71,1 226,0,2,Reserve,Deactivate,QS 100,Sell
SP,Jim Archer,74,RS,1961,Kansas City Athletics,46,87,84,75,282,0,0,Inactive,Activate,QS 100,Sell
RF,Eric Anthony,43,Snapshot,1993,Houston Astros,57,76,75,57,15,0,0,Inactive,Activate,QS 5,Sell
3B,Miguel Andujar,65,2024 MLB,2024,Oakland Athletics,76,59,60,49,71,0,2,Inactive,Activate,Locked,
3B,Miguel Andujar,61,RS,2018,New York Yankees,78,77,52,32,141,0,1,Inactive,Activate,QS 25,Sell
SP,Joaquin Andujar,67,Snapshot,1978,Houston Astros,52,103,31,53,66,0,0,Inactive,Activate,QS 25,Sell
SP,Joaquin Andujar,67,Snapshot,1978,Houston Astros,52,103,31,53,66,0,0,Inactive,Activate,QS 25,Sell
SP,Tyler Anderson,76,2024 MLB,2024,Los Angeles Angels,76,70,85,68,436,0,2,Inactive,Activate,Locked,
RP,Nick Anderson,64,2024 MLB,2024,Kansas City Royals,75,69,87,14,62,0,2,Inactive,Activate,Locked,
RP,Grant Anderson,48,2024 MLB,2024,Texas Rangers,82,66,70,23,9,0,2,Inactive,Activate,Locked,
RF,Goat Anderson,41,RS,1907,Pittsburgh Pirates,51,59,128,71,85,0,1,Inactive,Activate,QS 5,Sell
LF,Garret Anderson,77,SE,2002,Anaheim Angels,99,82,42,70,217,0,0,Reserve,Deactivate,QS 100,Sell
SP,Brett Anderson,53,Snapshot,2019,Oakland Athletics,28,88,82,59,33,0,0,Inactive,Activate,QS 5,Sell
SP,Brett Anderson,53,Snapshot,2019,Oakland Athletics,28,88,82,59,33,0,0,Inactive,Activate,QS 5,Sell
C,Miguel Amaya,69,2024 MLB,2024,Chicago Cubs,60,63,77,71,45,0,2,Inactive,Activate,Locked,
RF,Ruben Amaro,41,RS,1992,Philadelphia Phillies,54,66,82,76,16,0,0,Inactive,Activate,QS 5,Sell
SS,Ruben Amaro,48,UnH,1961,Philadelphia Phillies,66,7,82,59,18,0,0,Inactive,Activate,QS 5,Sell
2B,Joey Amalfitano,55,UnH,1964,Chicago Cubs,62,40,94,62,18,0,0,Inactive,Activate,QS 5,Sell
2B,Joey Amalfitano,55,UnH,1964,Chicago Cubs,62,40,94,62,18,0,0,Inactive,Activate,QS 5,Sell
C,Francisco Alvarez,69,2024 MLB,2024,New York Mets,62,93,79,59,56,0,2,Inactive,Activate,QS 25,Sell
3B,Jake Alu,57,2024 MLB,2024,Washington Nationals,66,45,63,58,11,0,2,Inactive,Activate,Locked,
2B,Sandy Alomar,44,UnH,1968,Chicago White Sox,77,15,60,45,47,0,0,Inactive,Activate,QS 5,Sell
RP,Yency Almonte,55,2024 MLB,2024,Chicago Cubs,89,71,62,15,9,0,2,Inactive,Activate,Locked,
CF,Jermaine Allensworth,52,Snapshot,1998,Pittsburgh Pirates,68,36,73,59,18,0,0,Inactive,Activate,QS 5,Sell
CF,Jermaine Allensworth,52,Snapshot,1998,Pittsburgh Pirates,68,36,73,59,18,0,0,Inactive,Activate,QS 5,Sell
CF,Jermaine Allensworth,52,Snapshot,1998,Pittsburgh Pirates,68,36,73,59,18,0,0,Inactive,Activate,QS 5,Sell
SS,Nick Allen,48,2024 MLB,2024,Oakland Athletics,69,24,64,78,13,0,2,Inactive,Activate,Locked,
SP,Logan Allen,76,2024 MLB,2024,Cleveland Guardians,86,70,80,55,1 015,0,2,Reserve,Deactivate,Locked,
C,Andy Allanson,51,UnH,1988,Cleveland,66,34,54,64,21,0,0,Inactive,Activate,QS 5,Sell
2B,Luis Alicea,51,Snapshot,1992,St. Louis Cardinals,63,31,76,67,43,0,0,Inactive,Activate,QS 5,Sell
RP,Tyler Alexander,55,2024 MLB,2024,Tampa Bay Rays,62,65,89,55,8,0,2,Inactive,Activate,QS 5,Sell
RP,Jorge Alcala,53,2024 MLB,2024,Minnesota Twins,87,67,71,23,9,0,2,Inactive,Activate,Locked,
2B,Ozzie Albies,73,All-Star,2021,Atlanta Braves,67,76,55,78,393,0,0,Inactive,Activate,QS 100,Sell
RP,Keegan Akin,68,2024 MLB,2024,Baltimore Orioles,88,68,83,22,49,0,2,Inactive,Activate,Locked,
RP,Keegan Akin,68,2024 MLB,2024,Baltimore Orioles,88,68,83,22,49,0,2,Inactive,Activate,QS 25,Sell
CL,Jack Aker,56,Snapshot,1972,Chicago Cubs,46,79,71,17,26,0,0,Inactive,Activate,QS 5,Sell
SP,Raleigh Aitchison,64,RS,1914,Brooklyn Robins,64,74,63,107,56,0,0,Inactive,Activate,QS 25,Sell
RP,Ty Adcock,61,2024 MLB,2024,Seattle Mariners,58,69,97,14,44,0,2,Inactive,Activate,Locked,
SS,Russ Adams,50,RS,2005,Toronto Blue Jays,67,42,77,36,16,0,0,Inactive,Activate,QS 5,Sell
SS,Russ Adams,50,RS,2005,Toronto Blue Jays,67,42,77,36,16,0,0,Inactive,Activate,QS 5,Sell
C,Riley Adams,54,2024 MLB,2024,Washington Nationals,60,69,71,49,9,0,2,Inactive,Activate,Locked,
1B,Matt Adams,55,Snapshot,2014,St. Louis Cardinals,75,76,50,47,25,0,0,Inactive,Activate,QS 5,Sell
RP,Austin Adams,40,2024 MLB,2024,New York Mets,130,57,29,15,10,0,2,Inactive,Activate,Locked,
RP,Mark Acre,40,RS,1994,Oakland Athletics,61,78,20,12,16,0,0,Inactive,Activate,QS 5,Sell
RF,Wilyer Abreu,77,2024 MLB,2024,Boston Red Sox,75,77,88,75,495,0,2,Reserve,Deactivate,Locked,
1B,Jose Abreu,66,2024 MLB,2024,Houston Astros,75,74,68,65,61,0,2,Inactive,Activate,Locked,
SS,CJ Abrams,71,2024 MLB,2024,Washington Nationals,71,59,55,64,364,0,2,Inactive,Activate,Locked,
SS,Kurt Abbott,45,UnH,1995,Florida Marlins,56,77,67,52,16,0,0,Inactive,Activate,QS 5,Sell
SS,Kurt Abbott,45,UnH,1995,Florida Marlins,56,77,67,52,16,0,0,Inactive,Activate,QS 5,Sell
CL,David Aardsma,73,SE,2010,Seattle Mariners,86,82,41,11,202,0,0,Reserve,Deactivate,QS 100,Sell
